Codigo_Planta,Nombre_Planta_SIMEM,CodigoAreaOperativa,Area_Operativa,CodigoSubAreaOperativa,Subarea_Operativa,TipoGeneracion,TipoDespachoRecurso,CodigoSICAgente,Fecha,FechaPublicacion,Fuente,Nombre_Recurso_UPME,Departamento,Codigo_Municipio,Municipio,Region_Geografica,Longitud,Latitud,Capacidad_Efectiva_MW,Tipo_Generacion_UPME,Combustible_UPME,Tipo_Despacho_UPME,Clasificacion_UPME,Estado_Recurso_UPME,Agente_Representante_UPME,Fecha_Operacion_UPME,Anio_FPO_UPME,Fecha_Actualizacion_UPME,Factor_Conversion,Es_Menor,Id_UPME,En_SIMEM,En_UPME,Fuente_Cobertura
5F3O,AGPE JAVIER OSVALDO RAMIREZ MARTINEZ SAS,Are0127,Area Caribe,Are0021,SubArea Cordoba_Sucre,Solar,No Despachado Centralmente,SCEC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5F3P,GD WE202,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,CERG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,GD WE202,LA GUAJIRA,44090.0,DIBULLA,Caribe,-73.43572377678287,11.090322650319312,0.99,SOLAR,RAD SOLAR,ND,GEN. DISTRIBUIDA,OPERACIÓN,CEE ENERGY SAS ESP,2025-11-08,2025.0,2026-08-03,0.0,SI,392.0,True,True,SIMEM + UPME
5F3Q,GD WE2021,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,CERG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,GD WE2021,LA GUAJIRA,44090.0,DIBULLA,Caribe,-73.43572377678287,11.090322650319312,0.99,SOLAR,RAD SOLAR,ND,GEN. DISTRIBUIDA,OPERACIÓN,CEE ENERGY SAS ESP,2025-11-08,2025.0,2026-08-03,0.0,SI,393.0,True,True,SIMEM + UPME
5F3R,AGPE PROVENSAS SAS,Are0127,Area Caribe,Are0018,SubArea Bolivar,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5F3S,AGPE SELECTA CEREALES PLANTA BEBIDAS,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5F3T,AGPE PLANTA KARULUZ 76,Are0127,Area Caribe,Are0016,SubArea Atlantico,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5F3U,AGPE RELAX HOME,Are0127,Area Caribe,Are0016,SubArea Atlantico,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5F3V,AGPE PROCEAL1,Are0128,Area Suroccidental,Are0031,SubArea Huila-Tolima,Solar,No Despachado Centralmente,ETTC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5F3W,AGPE FRIGOECOL,Are0127,Area Caribe,Are0016,SubArea Atlantico,Solar,No Despachado Centralmente,BIAC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5F3X,GD CARACOL III,Are0127,Area Caribe,Are0016,SubArea Atlantico,Solar,No Despachado Centralmente,OTAG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,GD CARACOL III,ATLÁNTICO,8758.0,SOLEDAD,Caribe,-74.77842616214787,10.90690738365588,0.99,SOLAR,RAD SOLAR,ND,GEN. DISTRIBUIDA,OPERACIÓN,OTACC GENERACION S.A.S. E.S.P.,2025-11-10,2025.0,2026-08-03,0.0,SI,131.0,True,True,SIMEM + UPME
5F3Y,GD CARACOL II,Are0127,Area Caribe,Are0016,SubArea Atlantico,Solar,No Despachado Centralmente,OTAG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,GD CARACOL II,ATLÁNTICO,8758.0,SOLEDAD,Caribe,-74.77842616214787,10.90690738365588,0.99,SOLAR,RAD SOLAR,ND,GEN. DISTRIBUIDA,OPERACIÓN,OTACC GENERACION S.A.S. E.S.P.,2025-11-10,2025.0,2026-08-03,0.0,SI,130.0,True,True,SIMEM + UPME
5F3Z,GD CADILLO II,Are0127,Area Caribe,Are0016,SubArea Atlantico,Solar,No Despachado Centralmente,OTAG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,GD CADILLO II,ATLÁNTICO,8758.0,SOLEDAD,Caribe,-74.77842616214787,10.90690738365588,0.99,SOLAR,RAD SOLAR,ND,GEN. DISTRIBUIDA,OPERACIÓN,OTACC GENERACION S.A.S. E.S.P.,2025-11-10,2025.0,2026-08-03,0.0,SI,128.0,True,True,SIMEM + UPME
5F41,GD CARACOL I,Are0127,Area Caribe,Are0016,SubArea Atlantico,Solar,No Despachado Centralmente,OTAG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,GD CARACOL I,ATLÁNTICO,8758.0,SOLEDAD,Caribe,-74.77842616214787,10.90690738365588,0.99,SOLAR,RAD SOLAR,ND,GEN. DISTRIBUIDA,OPERACIÓN,OTACC GENERACION S.A.S. E.S.P.,2025-11-10,2025.0,2026-08-03,0.0,SI,129.0,True,True,SIMEM + UPME
5F42,GD LAS MERCEDES I,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,FERG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,GD LAS MERCEDES I,MAGDALENA,47030.0,ALGARROBO,Caribe,-74.10323028302027,10.2535547447616,0.99,SOLAR,RAD SOLAR,ND,GEN. DISTRIBUIDA,OPERACIÓN,FUENTES DE ENERGIAS RENOVABLES S.A.S. E.S.P.,2026-01-01,2026.0,2026-08-03,0.0,SI,410.0,True,True,SIMEM + UPME
5F43,ALMA II,Are0012,Area Nordeste,Are0129,SubArea Arauca,Solar,No Despachado Centralmente,DEPG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,ALMA II,ARAUCA,81001.0,ARAUCA,Oriente,-70.5089334082614,6.796317563248927,9.8,SOLAR,RAD SOLAR,ND,NORMAL,OPERACIÓN,DEPI ENERGY S.A.S. E.S.P.,2025-12-22,2025.0,2026-08-03,0.0,SI,93.0,True,True,SIMEM + UPME
5F44,AGPE ANDRES ENRIQUE GONZALEZ ARBELAEZ,Are0127,Area Caribe,Are0021,SubArea Cordoba_Sucre,Solar,No Despachado Centralmente,SCEC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5F45,AGPE JORGE JAVIER ALMEIDA BURGOS,Are0127,Area Caribe,Are0016,SubArea Atlantico,Solar,No Despachado Centralmente,SCEC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5F46,,,,,,,,,,,,EL TAMARINDO I,BOLÍVAR,13430.0,MAGANGUÉ,Caribe,-74.82794219926623,9.244465025071884,9.9,SOLAR,RAD SOLAR,ND,NORMAL,PRUEBAS,EL TAMARINDO SOLAR S.A.S. E.S.P.,2026-01-23,2026.0,2026-08-03,0.0,SI,164.0,False,True,Solo UPME
5F47,,,,,,,,,,,,EL TAMARINDO II,BOLÍVAR,13430.0,MAGANGUÉ,Caribe,-74.82794219926623,9.244465025071884,9.9,SOLAR,RAD SOLAR,ND,NORMAL,PRUEBAS,EL TAMARINDO SOLAR S.A.S. E.S.P.,2026-01-23,2026.0,2026-08-03,0.0,SI,165.0,False,True,Solo UPME
5F48,AGPE GRUPO NONNA MALL DEL ESTE,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Solar,No Despachado Centralmente,ENBC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5F49,,,,,,,,,,,,AUTOG CARVAJAL GINEBRA,VALLE DEL CAUCA,76306.0,GINEBRA,Pacífico,-76.19083210870257,3.7441031755635135,3.4,SOLAR,RAD SOLAR,ND,AUTOGENERADOR,PRUEBAS,ENEL COLOMBIA SA ESP,2025-11-14,2025.0,2026-08-03,0.0,SI,586.0,False,True,Solo UPME
5F6K,AGPE TRIPLE ALIANZA,Are0128,Area Suroccidental,Are0032,SubArea Valle,Solar,No Despachado Centralmente,BEIC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5F6U,AGPE ARVORE,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5F6V,GD ESPERANZA II,Are0128,Area Suroccidental,Are0031,SubArea Huila-Tolima,Solar,No Despachado Centralmente,NEXG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,GD ESPERANZA II,HUILA,41524.0,PALERMO,Centro,-75.44066806617866,2.9144915020147724,0.96,SOLAR,RAD SOLAR,ND,GEN. DISTRIBUIDA,OPERACIÓN,NEXTGY S.A.S. E.S.P.,2026-02-06,2026.0,2026-08-03,0.0,SI,381.0,True,True,SIMEM + UPME
5F6W,GD ESPERANZA I,Are0128,Area Suroccidental,Are0031,SubArea Huila-Tolima,Solar,No Despachado Centralmente,NEXG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,GD ESPERANZA I,HUILA,41615.0,RIVERA,Centro,-75.23542057217867,2.792812123984558,0.96,SOLAR,RAD SOLAR,ND,GEN. DISTRIBUIDA,OPERACIÓN,NEXTGY S.A.S. E.S.P.,2026-02-06,2026.0,2026-08-03,0.0,SI,378.0,True,True,SIMEM + UPME
5F6X,AGPE SELECTA BODEGA 17,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5F6Y,AGPE CONSTRUINMUNIZA,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5F6Z,GD LAS MERCEDES II,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,FERG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,GD LAS MERCEDES II,MAGDALENA,47030.0,ALGARROBO,Caribe,-74.10323028302027,10.2535547447616,0.99,SOLAR,RAD SOLAR,ND,GEN. DISTRIBUIDA,OPERACIÓN,FUENTES DE ENERGIAS RENOVABLES S.A.S. E.S.P.,2026-01-01,2026.0,2026-08-03,0.0,SI,411.0,True,True,SIMEM + UPME
5F71,PCH LA NOQUE,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,No Despachado Centralmente,NTCG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,PCH LA NOQUE,ANTIOQUIA,5042.0,SANTA FÉ DE ANTIOQUIA,Antioquia,-75.90427261197588,6.535703780959428,9.9,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,NITRO ENERGY COLOMBIA S.A.S. E.S.P.,2026-07-26,2026.0,2026-08-03,1.747,SI,75.0,True,True,SIMEM + UPME
5F72,AGPE FARMATODO BOG CL 140,Are0056,Area Oriental,Are0017,SubArea Bogota,Solar,No Despachado Centralmente,BIAC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5F73,AGPE FARMATODO COLOMBIA SA,Are0056,Area Oriental,Are0017,SubArea Bogota,Solar,No Despachado Centralmente,BIAC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5F74,GD SAN PELAYO,Are0127,Area Caribe,Are0021,SubArea Cordoba_Sucre,Solar,No Despachado Centralmente,UNGG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,GD SAN PELAYO,CÓRDOBA,23686.0,SAN PELAYO,Caribe,-75.90958071859738,8.987794233464697,0.99,SOLAR,RAD SOLAR,ND,GEN. DISTRIBUIDA,OPERACIÓN,UNERGY ENERGY DIGITAL S.A.S E.S.P,2026-04-10,2026.0,2026-08-03,0.0,SI,304.0,True,True,SIMEM + UPME
5F75,AGPE HOSPITAL SANTA MONICA,Are0128,Area Suroccidental,Are0022,SubArea CQR,Solar,No Despachado Centralmente,EEPC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5FLJ,AGPE DELICIAS NUTRICIONALES SAS,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5FOP,AGPE PINTUFLEX,Are0056,Area Oriental,Are0017,SubArea Bogota,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5FOQ,AGPE 309 ARA SANTA MARTA GAIRA,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5FOT,AGPE 324 ARA SOLEDAD CENTRO CALLE 18,Are0127,Area Caribe,Are0016,SubArea Atlantico,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5FOU,AGPE AUTOGAS MUZU GAS,Are0056,Area Oriental,Are0017,SubArea Bogota,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5FOV,AGPE EKA CORPORACION,Are0128,Area Suroccidental,Are0032,SubArea Valle,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5FOW,AGPE AGROTES VENECIA,Are0127,Area Caribe,Are0021,SubArea Cordoba_Sucre,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5FOX,AGPE AUTOGAS EDS SANTA MARTA,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5FPK,GD BIOSOLAR,Are0012,Area Nordeste,Are0029,SubArea Norte de Santander,Solar,No Despachado Centralmente,UNGG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,GD BIOSOLAR,NORTE DE SANTANDER,54673.0,SAN CAYETANO,Oriente,-72.6098482097734,7.847790343843861,0.5,SOLAR,RAD SOLAR,ND,GEN. DISTRIBUIDA,OPERACIÓN,UNERGY ENERGY DIGITAL S.A.S E.S.P,2026-03-19,2026.0,2026-08-03,0.0,SI,458.0,True,True,SIMEM + UPME
5FPL,GRANJA SOLAR LA GARITA,Are0012,Area Nordeste,Are0029,SubArea Norte de Santander,Solar,No Despachado Centralmente,UNGG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,GRANJA SOLAR LA GARITA,NORTE DE SANTANDER,54673.0,SAN CAYETANO,Oriente,-72.6098482097734,7.847790343843861,0.99,SOLAR,RAD SOLAR,ND,GEN. DISTRIBUIDA,OPERACIÓN,UNERGY ENERGY DIGITAL S.A.S E.S.P,2026-03-18,2026.0,2026-08-03,0.0,SI,455.0,True,True,SIMEM + UPME
5FPM,GD ASTROLUMEN LA GARITA,Are0012,Area Nordeste,Are0029,SubArea Norte de Santander,Solar,No Despachado Centralmente,UNGG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,GD ASTROLUMEN LA GARITA,NORTE DE SANTANDER,54405.0,LOS PATIOS,Oriente,-72.53397090981127,7.699659742715204,0.99,SOLAR,RAD SOLAR,ND,GEN. DISTRIBUIDA,OPERACIÓN,UNERGY ENERGY DIGITAL S.A.S E.S.P,2026-03-18,2026.0,2026-08-03,0.0,SI,449.0,True,True,SIMEM + UPME
5FPN,AGPE ARNOLDO SUAREZ,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5FPO,AGPE AVCH1,Are0056,Area Oriental,Are0017,SubArea Bogota,Solar,No Despachado Centralmente,ETTC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5FPP,AGPE AVCH2,Are0056,Area Oriental,Are0017,SubArea Bogota,Solar,No Despachado Centralmente,ETTC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5FPQ,AGPE AVCH3,Are0056,Area Oriental,Are0017,SubArea Bogota,Solar,No Despachado Centralmente,ETTC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5FPR,AGPE SUPERMERCADO BETEL CHINACOTA,Are0012,Area Nordeste,Are0029,SubArea Norte de Santander,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5FPS,AGPE SAN CARLOS 2 ETAPA 6,Are0056,Area Oriental,Are0017,SubArea Bogota,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5FPT,AGPE LA GRANJA TENJO SAS,Are0056,Area Oriental,Are0017,SubArea Bogota,Solar,No Despachado Centralmente,BIAC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5FPU,AGPE INVERSIONES LOS ACANTILADOS LONDONO Y CIA SCA,Are0127,Area Caribe,Are0021,SubArea Cordoba_Sucre,Solar,No Despachado Centralmente,SCEC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5FPV,GD ERCO PALMAS,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,ERRG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,GD ERCO PALMAS,CESAR,20787.0,TAMALAMEQUE,Caribe,-73.76338373446022,8.902068994332152,0.99,SOLAR,RAD SOLAR,ND,GEN. DISTRIBUIDA,OPERACIÓN,ERCO GENERACION S.A.S. ESP,2025-11-24,2025.0,2026-08-03,0.0,SI,302.0,True,True,SIMEM + UPME
5FPW,AGPE MARIA BERNARDA OTERO VELLOJIN,Are0127,Area Caribe,Are0021,SubArea Cordoba_Sucre,Solar,No Despachado Centralmente,SCEC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5FPX,AGPE FUNDACION PARA LA INTEGRACIÓN SOCIAL DE,Are0127,Area Caribe,Are0021,SubArea Cordoba_Sucre,Solar,No Despachado Centralmente,SCEC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5FPY,AGPE ELVIRA MARTINEZ MARRUGO,Are0127,Area Caribe,Are0018,SubArea Bolivar,Solar,No Despachado Centralmente,SCEC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5G1Q,AGPE SURA CORP,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Solar,No Despachado Centralmente,EPMC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5G1R,AGPE CORBETA ENVIGADO,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Solar,No Despachado Centralmente,EPMC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5G1S,AGPE H Y R DISTRIBUCIONES CONTRATO 604952,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5G1T,AGPE LAD SANCRISTOBAL,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Solar,No Despachado Centralmente,EPMC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5G27,AGPE LACTEOS DOS PALMAS,Are0128,Area Suroccidental,Are0019,SubArea Cauca-Narino,Solar,No Despachado Centralmente,ASCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5G3O,,,,,,,,,,,,CELSIA SOLAR ESCOBAL I,TOLIMA,73001.0,IBAGUÉ,Centro,-75.2526057216586,4.451927493294694,19.9,SOLAR,RAD SOLAR,ND,NORMAL,PRUEBAS,CELSIA COLOMBIA S.A. E.S.P.,2025-12-24,2025.0,2026-08-03,0.0,SI,576.0,False,True,Solo UPME
5G3P,AGPE MOTEL POSADA,Are0127,Area Caribe,Are0016,SubArea Atlantico,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5G3Q,AGPE ARA SEDE 406 AV LAS AMERICAS DUITAMA,Are0012,Area Nordeste,Are0130,SubArea Boyaca-Casanare,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5G3R,AGPE PARROQUIA SANTA TERESITA DEL NINO JESUS,Are0127,Area Caribe,Are0016,SubArea Atlantico,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5G3S,PARQUE SOLAR BUGAMBILES,Are0127,Area Caribe,Are0016,SubArea Atlantico,Solar,No Despachado Centralmente,FYRG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,PARQUE SOLAR BUGAMBILES,ATLÁNTICO,8078.0,BARANOA,Caribe,-74.92219610114647,10.793290323863562,9.9,SOLAR,RAD SOLAR,ND,NORMAL,OPERACIÓN,FOTOVOLTAICO EL YARUMO SAS ESP,2026-03-05,2026.0,2026-08-03,0.0,SI,112.0,True,True,SIMEM + UPME
5G3T,PARQUE SOLAR NISPEROS,Are0127,Area Caribe,Are0016,SubArea Atlantico,Solar,No Despachado Centralmente,FYRG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,PARQUE SOLAR NISPEROS,ATLÁNTICO,8078.0,BARANOA,Caribe,-74.92219610114647,10.793290323863562,19.9,SOLAR,RAD SOLAR,ND,NORMAL,OPERACIÓN,FOTOVOLTAICO EL YARUMO SAS ESP,2026-04-09,2026.0,2026-08-03,0.0,SI,111.0,True,True,SIMEM + UPME
5G3U,SOL DE ZAWADY,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,GRCG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,SOL DE ZAWADY,MAGDALENA,47980.0,ZONA BANANERA,Caribe,-74.17798194509768,10.796331405554511,9.9,SOLAR,RAD SOLAR,ND,NORMAL,OPERACIÓN,GR POWER COLOMBIA S.A.S E.S.P.,2026-07-10,2026.0,2026-08-03,0.0,SI,403.0,True,True,SIMEM + UPME
5G3V,AGPE FRIGORIDEO LA 30,Are0127,Area Caribe,Are0025,SubArea GCM,Solar,No Despachado Centralmente,QIEC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5G3W,AGPE ALCANOS FLANDES,Are0128,Area Suroccidental,Are0031,SubArea Huila-Tolima,Solar,No Despachado Centralmente,HLAC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5G3X,AGPE TAAU1,Are0056,Area Oriental,Are0017,SubArea Bogota,Solar,No Despachado Centralmente,ETTC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5G3Y,AGPE SERVIT1,Are0128,Area Suroccidental,Are0031,SubArea Huila-Tolima,Solar,No Despachado Centralmente,ETTC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5G3Z,AGPE COLOMBIANA DE PRODUCTOS DEL AGRO COLPAGRO SA,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5G41,AGPE JERONIMO MARTINS COL SAS TIENDA 777 DINDALITO BOG,Are0056,Area Oriental,Are0017,SubArea Bogota,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
5GEV,AGPE CC EL PUENTE,Are0012,Area Nordeste,Are0131,SubArea Santander,Solar,No Despachado Centralmente,RTQC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9,,,,,,,,,,,,,,,,,,,,,True,False,Solo SIMEM
