Codigo_Planta,Nombre_Planta_SIMEM,CodigoAreaOperativa,Area_Operativa,CodigoSubAreaOperativa,Subarea_Operativa,TipoGeneracion,TipoDespachoRecurso,CodigoSICAgente,Fecha,FechaPublicacion,Fuente
5EEC,AGPE PRODUSA ZF,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Solar,No Despachado Centralmente,EPMC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5LT9,AGPE RANSA CALDAS,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Solar,No Despachado Centralmente,ENDC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5TJ2,AGPE RIMOPLA2 ESTRELLA,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Solar,No Despachado Centralmente,EPMC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4RN9,AGPE RODRIGO ARANGO,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5ACK,AGPE ROTOPLAST,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Solar,No Despachado Centralmente,ISGC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5SHW,AGPE RYMEL COPA,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Solar,No Despachado Centralmente,EPMC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4RK5,AGPE SALUD VEGAS TORRE MEDICA PH,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3LC9,AGPE SANTIAGO ARANGO,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Solar,No Despachado Centralmente,ENBC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3EJO,AGPE SANTIAGO CASTAÑO,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3F83,AGPE SARY SAS JAIRO P,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Solar,No Despachado Centralmente,EPMC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5F6X,AGPE SELECTA BODEGA 17,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5F3S,AGPE SELECTA CEREALES PLANTA BEBIDAS,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5MSE,AGPE SERVIBARRAS SAS,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Solar,No Despachado Centralmente,BIAC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5IKS,AGPE SG SAN CHARBEL DE LA FE SAS,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Solar,No Despachado Centralmente,ENBC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3JF6,AGPE SILVIA PALACIO,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3EEI,AGPE SIMON GARCIA ORREGO,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3DL2,AGPE SOL BEATRIZ ARANGO,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3GJS,AGPE SOLUCIONES ADHESIVAS LG,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4WOC,AGPE SSFV BANCO DE BOGOTÁ PUERTO BERRÍO,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5MAA,AGPE STEVE1,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Solar,No Despachado Centralmente,ETTC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3CSF,AGPE SULFOQUIMICAS,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5G1Q,AGPE SURA CORP,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Solar,No Despachado Centralmente,EPMC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5E6S,AGPE TERMILENIO,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Solar,No Despachado Centralmente,EPMC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5CAY,AGPE TEXACO AGUACATALA,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Solar,No Despachado Centralmente,EPMC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4YOR,AGPE TOPFLG1,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Solar,No Despachado Centralmente,ETTC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5DVZ,AGPE TP COLOMBIA,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Solar,No Despachado Centralmente,EPMC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4Y95,AGPE UDEA ROBLEDO,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Solar,No Despachado Centralmente,EPMC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5K7J,AGPE UNAL MINAS,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Solar,No Despachado Centralmente,EPMC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3IJ9,AGPE VITELCO,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Solar,No Despachado Centralmente,ETTC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4ULQ,AGPE VITELSA MEDELLIN,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Solar,No Despachado Centralmente,ENBC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
AFR1,AGUA FRESCA,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,No Despachado Centralmente,ADCG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
2SDR,ALEJANDRIA,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,No Despachado Centralmente,GALG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
AMF1,AMALFI,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,No Despachado Centralmente,HZEG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
AMR1,AMERICA,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,No Despachado Centralmente,EPMG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
2UX3,AURES BAJO,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,No Despachado Centralmente,ABAG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
2S6U,AUTOG ARGOS EL CAIRO,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,No Despachado Centralmente,SOCG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
AYR1,AUTOG AYURA,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,No Despachado Centralmente,EPMG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
2T7D,AUTOG CANTAYUS,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,No Despachado Centralmente,GECG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
CMN1,AUTOG CEMENTOS DEL NARE,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,No Despachado Centralmente,SOCG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3ED1,AUTOG GRAN COLOMBIA GOLD,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,No Despachado Centralmente,PRIG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3ADA,AUTOG PTAR BELLO,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Termica,No Despachado Centralmente,EPMG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
BAR1,BARROSO,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,No Despachado Centralmente,ISGG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
BLL3,BELLO,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,No Despachado Centralmente,EPMG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
CLDR,CALDERAS,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,No Despachado Centralmente,ISGG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
CMP2,CAMPESTRE (EPM),Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,No Despachado Centralmente,EPMG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
CRC1,CARACOLI,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,No Despachado Centralmente,EPMG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
CLL1,CARLOS LLERAS,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,Despachado Centralmente,HDPG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
GCA1,CARUQUIA,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,No Despachado Centralmente,ISGG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3HG7,COMUNIDAD EL SALVADOR I,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Solar,No Despachado Centralmente,ERRG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3HG9,COMUNIDAD EL SALVADOR II,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Solar,No Despachado Centralmente,ERRG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
2T1L,EL MOLINO,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,No Despachado Centralmente,ISGG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
2QBW,EL POPAL,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,No Despachado Centralmente,ISGG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
HMIN,ESCUELA DE MINAS,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,Despachado Centralmente,HDPG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5IT1,GD ALAMO SOLAR,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Solar,No Despachado Centralmente,ERRG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5ISN,GD CSF ARENALES I,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Solar,No Despachado Centralmente,GCYG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
GQA1,GUANAQUITAS,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,No Despachado Centralmente,ISGG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
GTPE,GUATAPE,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,Despachado Centralmente,EPMG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
GTRG,GUATRON,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,Despachado Centralmente,EPMG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
2YNA,HIDROBARRANCAS,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,No Despachado Centralmente,HBCG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
HMO1,HIDROMONTAÑITAS,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,No Despachado Centralmente,EPSG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
PES1,ITUANGO,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,Despachado Centralmente,EPMG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
JAGS,JAGUAS,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,Despachado Centralmente,ISGG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
2V5G,JUAN GARCIA,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,No Despachado Centralmente,GPEG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
ABJ1,LA CASCADA ( ABEJORRAL),Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,No Despachado Centralmente,GPEG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
LCS1,LA CASCADA (ANTIOQUIA),Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,No Despachado Centralmente,GNCG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3IRZ,LA CASCADA DE GRANADA,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,No Despachado Centralmente,SFEG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3CG9,LA CHORRERA,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,No Despachado Centralmente,HEMG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
HRD1,LA HERRADURA,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,No Despachado Centralmente,EPMG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
2QRL,LA REBUSCA,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,No Despachado Centralmente,HZEG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
LTSJ,LA TASAJERA,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,Despachado Centralmente,EPMG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
VLT1,LA VUELTA,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,No Despachado Centralmente,EPMG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
2U1G,LAS PALMAS,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,No Despachado Centralmente,GNCG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3DXJ,LAS VIOLETAS,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,No Despachado Centralmente,PCYG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
2TUT,LUZMA I,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,No Despachado Centralmente,ISGG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
2TUV,LUZMA II,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,No Despachado Centralmente,ISGG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
2SS2,MAGALLO,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,No Despachado Centralmente,HCCG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
MNT1,MANANTIALES,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,No Despachado Centralmente,EPMG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
2WC5,MULATOS II,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,No Despachado Centralmente,ESUG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
NQU1,NIQUIA,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,No Despachado Centralmente,EPMG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
NTB1,NUTIBARA,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,No Despachado Centralmente,EPMG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
PJR1,PAJARITO,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,No Despachado Centralmente,EPMG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5F71,PCH LA NOQUE,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,No Despachado Centralmente,NTCG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
PLYS,PLAYAS,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,Despachado Centralmente,EPMG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3AFQ,POCUNE,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,No Despachado Centralmente,RTAG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
PRC2,PORCE II,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,Despachado Centralmente,EPMG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
PRC3,PORCE III,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,Despachado Centralmente,EPMG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
2S8U,PORCE III MENOR,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,No Despachado Centralmente,EPMG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3IRX,PORTON DEL SOL,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Solar,Despachado Centralmente,GECG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
PMR1,REMEDIOS,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,No Despachado Centralmente,CIEG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
RGR1,RIO GRANDE,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,No Despachado Centralmente,EPMG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
RPD1,RIO PIEDRAS,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,No Despachado Centralmente,EPSG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
TMS1,RIOFRIO (TAMESIS),Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,No Despachado Centralmente,EPMG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
RGRN,RIOGRANDE I,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,No Despachado Centralmente,EPMG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
2ZCF,SAN ANDRES DE CUERQUIA,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,No Despachado Centralmente,EPSG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
SNCR,SAN CARLOS,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,Despachado Centralmente,ISGG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
SJM1,SAN JOSE DE LA MONTAÑA,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,No Despachado Centralmente,GPEG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
2UR5,SAN JOSE DE LA MONTAÑA II,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,No Despachado Centralmente,GPEG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
2T4P,SAN MATIAS,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,No Despachado Centralmente,ISGG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
SMI1,SAN MIGUEL,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,Despachado Centralmente,ISGG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
SRA1,SANTA RITA,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,No Despachado Centralmente,GPEG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
STG1,SANTIAGO,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,No Despachado Centralmente,HDTG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
SNS1,SONSON,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,No Despachado Centralmente,EPMG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
TSR1,TERMOSIERRA CC,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Termica,Despachado Centralmente,EPMG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
PLU1,URRAO,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,No Despachado Centralmente,SFEG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3E9I,ZEUS,Are0002,Area Antioquia,Are0015,SubArea Antioquia,Hidraulica,No Despachado Centralmente,CHZG,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5UV7,AGPE  IGLESIA BAUTISTA CENTRAL,Are0127,Area Caribe,Are0016,SubArea Atlantico,Solar,No Despachado Centralmente,GNCC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5AO5,AGPE  LIGIA ESTHER ANILLO DE ARGUELLO,Are0127,Area Caribe,Are0016,SubArea Atlantico,Solar,No Despachado Centralmente,ENBC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5FOT,AGPE 324 ARA SOLEDAD CENTRO CALLE 18,Are0127,Area Caribe,Are0016,SubArea Atlantico,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4ZEF,AGPE 447 ARA BARRANQUILLA SANTUARIO,Are0127,Area Caribe,Are0016,SubArea Atlantico,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4ZED,AGPE 455 ARA BARRANQUILLA LA VICTORIA,Are0127,Area Caribe,Are0016,SubArea Atlantico,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5EEM,AGPE 475 ARA BARRANQUILLA LA PAZ,Are0127,Area Caribe,Are0016,SubArea Atlantico,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5P4N,AGPE 488 ARA MALAMBO EL CARMEN,Are0127,Area Caribe,Are0016,SubArea Atlantico,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5LA9,AGPE 524 ARA PALMAR DE LA VARELA CENTRO,Are0127,Area Caribe,Are0016,SubArea Atlantico,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5E6Y,AGPE 532 ARA CAMPO DE LA CRUZ CENTRO,Are0127,Area Caribe,Are0016,SubArea Atlantico,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5E6M,AGPE 572 ARA BARRANQUILLA SANTO DOMINGO,Are0127,Area Caribe,Are0016,SubArea Atlantico,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5E71,AGPE 573 ARA BARRANQUILLA LA MANGA,Are0127,Area Caribe,Are0016,SubArea Atlantico,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4YHA,AGPE 578 ARA SOLEDAD 2000,Are0127,Area Caribe,Are0016,SubArea Atlantico,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5P4O,AGPE 582 ARA BARRANQUILLA LA CAMPINA,Are0127,Area Caribe,Are0016,SubArea Atlantico,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4VW9,AGPE 583 ARA PUERTO COLOMBIA CORREDOR UNIVERS,Are0127,Area Caribe,Are0016,SubArea Atlantico,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4YHC,AGPE 590 ARA BARRANQUILLA EL PUEBLITO,Are0127,Area Caribe,Are0016,SubArea Atlantico,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5P4I,AGPE AGOFER,Are0127,Area Caribe,Are0016,SubArea Atlantico,Solar,No Despachado Centralmente,EXEC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5CAA,AGPE AGROPECUARIA FRIGORODEO,Are0127,Area Caribe,Are0016,SubArea Atlantico,Solar,No Despachado Centralmente,QIEC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5EEE,AGPE ALEJANDRO HAGE TAFACHE,Are0127,Area Caribe,Are0016,SubArea Atlantico,Solar,No Despachado Centralmente,ENBC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4Z6F,AGPE ALEJANDRO HAGE TAFACHE LOCAL 2,Are0127,Area Caribe,Are0016,SubArea Atlantico,Solar,No Despachado Centralmente,ENBC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
4Z6H,AGPE ALEJANDRO HAGE TAFACHE LOCAL 3,Are0127,Area Caribe,Are0016,SubArea Atlantico,Solar,No Despachado Centralmente,ENBC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
5AS9,AGPE AMARIA REPOSTERIA SAS,Are0127,Area Caribe,Are0016,SubArea Atlantico,Solar,No Despachado Centralmente,BIAC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3NG5,AGPE ARA BARANOA CENTRO,Are0127,Area Caribe,Are0016,SubArea Atlantico,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
3HL9,AGPE ARA BARRANQUILLA CHIQUINQUIRA,Are0127,Area Caribe,Are0016,SubArea Atlantico,Solar,No Despachado Centralmente,NEUC,2026-08-03,2026-08-03,SIMEM 0bfc9d + 841808 + 10F2C9
