Codigo_Planta,Nombre_Recurso_UPME,Departamento,Codigo_Municipio,Municipio,Region_Geografica,Longitud,Latitud,Capacidad_Efectiva_MW,Tipo_Generacion_UPME,Combustible_UPME,Tipo_Despacho_UPME,Clasificacion_UPME,Estado_Recurso_UPME,Agente_Representante_UPME,Fecha_Operacion_UPME,Anio_FPO_UPME,Fecha_Actualizacion_UPME,Factor_Conversion,Es_Menor,Id_UPME
2QBW,EL POPAL,ANTIOQUIA,05197,COCORNÁ,Antioquia,-75.16031703775977,6.005611510393588,19.9,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,ISAGEN S.A. E.S.P.,2014-03-30,2014,2026-08-03,1.442,SI,21
2QEK,SALTO II,CUNDINAMARCA,25245,EL COLEGIO,Centro,-74.42658588583394,4.556946538829463,35.0,HIDRAULICA,AGUA,DC,FILO DE AGUA,OPERACIÓN,ENEL COLOMBIA SA ESP,2014-06-24,2014,2026-08-03,3.3736,NO,355
2QRL,LA REBUSCA,ANTIOQUIA,05670,SAN ROQUE,Antioquia,-74.94524773669791,6.466121322594473,0.7,HIDRAULICA,AGUA,ND,GEN. DISTRIBUIDA,OPERACIÓN,HZ ENERGY S.A.S. E.S.P.,2014-07-23,2014,2026-08-03,1.09,SI,69
2QV2,BAJO TULUA,VALLE DEL CAUCA,76834,TULUÁ,Pacífico,-76.0325294150837,4.028420260976358,19.9,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,CELSIA COLOMBIA S.A. E.S.P.,2015-01-29,2015,2026-08-03,1.65,SI,630
2R22,LAGUNETA,CUNDINAMARCA,25645,SAN ANTONIO DEL TEQUENDAMA,Centro,-74.34490348911615,4.599741063787057,18.0,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,ENEL COLOMBIA SA ESP,2014-12-16,2014,2026-08-03,2.509,SI,363
2S6Q,AUTOG YAGUARITO 1,META,50680,SAN CARLOS DE GUAROA,Oriente,-73.27583347472584,3.8476152582255083,1.6,TERMICA,BIOGAS,ND,AUTOGENERADOR,OPERACIÓN,ELECTRIFICADORA DEL META S.A. E.S.P.,2016-03-21,2016,2026-08-03,0.0,NO,431
2S6S,AUTOG ARGOS YUMBO 1,VALLE DEL CAUCA,76892,YUMBO,Pacífico,-76.51099150889527,3.595908339346365,9.9,TERMICA,CARBON,ND,AUTOGENERADOR,OPERACIÓN,DEPI ENERGY S.A.S. E.S.P.,2016-03-19,2016,2026-08-03,0.0,SI,637
2S6U,AUTOG ARGOS EL CAIRO,ANTIOQUIA,05679,SANTA BÁRBARA,Antioquia,-75.58330113705043,5.878979695747031,6.5,HIDRAULICA,AGUA,ND,AUTOGENERADOR,OPERACIÓN,COMPAÑÍA ELÉCTRICA DE SOCHAGOTA  S.A.S. E.S.P.,2017-09-28,2017,2026-08-03,0.0,NO,76
2S78,LA FRISOLERA,CALDAS,17653,SALAMINA,Eje Cafetero,-75.40962186881548,5.370331381475147,0.47,HIDRAULICA,AGUA,ND,GEN. DISTRIBUIDA,OPERACIÓN,SIGMA2 COMERCIALIZADORA  DE ENERGIA ELECTRICA SAS ESP,2016-04-28,2016,2026-08-03,0.5625,SI,203
2S8I,AUTOG REFICAR 1,BOLÍVAR,13001,CARTAGENA DE INDIAS,Caribe,-75.45921916563543,10.46297167339698,19.9,TERMICA,GAS,ND,AUTOGENERADOR,OPERACIÓN,GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A. E.S.P.,2016-04-25,2016,2026-08-03,0.0,NO,163
2S8N,GUAVIO MENOR,CUNDINAMARCA,25839,UBALÁ,Centro,-73.47654901977104,4.803804072868425,9.9,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,ENEL COLOMBIA SA ESP,2016-04-26,2016,2026-08-03,0.0,SI,373
2S8S,DOÑA JUANA 1,BOGOTÁ. D.C.,11001,BOGOTÁ. D.C.,Centro,-74.18113609108002,4.315974976392684,1.7,TERMICA,BIOGAS,ND,NORMAL,OPERACIÓN,BIOGAS COLOMBIA S.A.S. E.S.P ,2016-04-28,2016,2026-08-03,0.0,SI,151
2S8U,PORCE III MENOR,ANTIOQUIA,05040,ANORÍ,Antioquia,-75.10852543154942,7.193075754100771,1.8,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,2016-04-24,2016,2026-08-03,0.892,SI,8
2S9L,EL COCUYO,VALLE DEL CAUCA,76863,VERSALLES,Pacífico,-76.25924917020893,4.644525432287519,0.7,HIDRAULICA,AGUA,ND,GEN. DISTRIBUIDA,OPERACIÓN,P.CH EL COCUYO SAS ESP,2016-05-19,2016,2026-08-03,0.1,SI,636
2S9Q,TEQUENDAMA BIOGAS 1,MAGDALENA,47288,FUNDACIÓN,Caribe,-73.88413799783896,10.459407293689956,2.25,TERMICA,BIOGAS,ND,NORMAL,OPERACIÓN,VOLTAJE EMPRESARIAL S.A.S. E.S.P.,2016-06-24,2016,2026-08-03,0.0,SI,412
2SDR,ALEJANDRIA,ANTIOQUIA,05021,ALEJANDRIA,Antioquia,-75.09060211472173,6.365533635684276,17.0,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,GENERADORA ALEJANDRIA S.A.S. E.S.P.,2017-03-01,2017,2026-08-03,1.063,SI,13
2SI1,MORRO AZUL,RISARALDA,66088,BELÉN DE UMBRÍA,Eje Cafetero,-75.86794034758158,5.200397198145893,19.9,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,RISARALDA ENERGIA S.A.S. E.S.P.,2016-09-09,2016,2026-08-03,1.1306,SI,472
2SS2,MAGALLO,ANTIOQUIA,05209,CONCORDIA,Antioquia,-75.90014759411937,6.057464554238723,5.7,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,CENTRAL HIDROELÉCTRICA CONCORDIA S.A.S. E.S.P.,2016-12-21,2016,2026-08-03,0.0,SI,22
2SW1,EL EDEN,CALDAS,17541,PENSILVANIA,Eje Cafetero,-75.16700059658166,5.407100374806905,19.9,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,PROELECTRICA S.A.S E.S.P.,2017-03-01,2017,2026-08-03,3.7092,SI,202
2SXQ,BIOENERGY,META,50573,PUERTO LÓPEZ,Oriente,-72.64573025408605,4.014315937731884,19.9,COGENERADOR,BAGAZO,ND,COGENERADOR,OPERACIÓN,AES COLOMBIA & CIA. S.C.A. E.S.P.,2017-04-21,2017,2026-08-03,0.0,NO,424
2SXS,COGENERADOR PROENCA II,CAUCA,19142,CALOTO,Pacífico,-76.32118995845043,3.0629100947885206,17.0,COGENERADOR,BAGAZO,ND,COGENERADOR,INACTIVO,PROYECTOS ENERGETICOS DEL CAUCA S.A. E.S.P.,2017-03-24,2017,2026-08-03,0.1,NO,240
2T1L,EL MOLINO,ANTIOQUIA,05197,COCORNÁ,Antioquia,-75.16031703775977,6.005611510393588,19.9,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,ISAGEN S.A. E.S.P.,2017-04-18,2017,2026-08-03,1.0236,SI,19
2T4P,SAN MATIAS,ANTIOQUIA,05197,COCORNÁ,Antioquia,-75.16031703775977,6.005611510393588,19.9,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,ISAGEN S.A. E.S.P.,2017-04-24,2017,2026-08-03,1.0237,SI,20
2T7D,AUTOG CANTAYUS,ANTIOQUIA,05190,CISNEROS,Antioquia,-75.08253157918377,6.550081157742059,4.32,HIDRAULICA,AGUA,ND,AUTOGENERADOR,OPERACIÓN,GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A. E.S.P.,2017-05-19,2017,2026-08-03,1.433,NO,17
2TUT,LUZMA I,ANTIOQUIA,05031,AMALFI,Antioquia,-74.98129809431317,6.977657056943432,19.6,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,ISAGEN S.A. E.S.P.,2017-10-06,2017,2026-08-03,3.6594,SI,2
2TUV,LUZMA II,ANTIOQUIA,05031,AMALFI,Antioquia,-74.98129809431317,6.977657056943432,19.6,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,ISAGEN S.A. E.S.P.,2017-10-06,2017,2026-08-03,3.6351,SI,3
2TYI,AUTOG CELSIA SOLAR YUMBO,VALLE DEL CAUCA,76892,YUMBO,Pacífico,-76.51099150889527,3.595908339346365,9.0,SOLAR,RAD SOLAR,ND,AUTOGENERADOR,PRUEBAS,CELSIA COLOMBIA S.A. E.S.P.,2019-11-02,2019,2026-08-03,0.0,NO,639
2U1G,LAS PALMAS,ANTIOQUIA,05686,SANTA ROSA DE OSOS,Antioquia,-75.43813780544396,6.675835083196788,2.8,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,VATIA S.A. E.S.P.,2017-08-29,2017,2026-08-03,0.15,SI,72
2U5P,PROENCA II 1,CAUCA,19300,GUACHENÉ,Pacífico,-76.39174144366041,3.144672538074626,17.0,TERMICA,CARBON,ND,NORMAL,OPERACIÓN,PROYECTOS ENERGETICOS DEL CAUCA S.A. E.S.P.,2017-10-09,2017,2026-08-03,0.0,SI,244
2U8Y,TERMOMECHERO 5,CASANARE,85001,YOPAL,Oriente,-72.25798324179046,5.242711687577748,19.3,TERMICA,GAS,ND,NORMAL,OPERACIÓN,TERMO MECHERO MORRO S.A.S E.S.P ,2017-12-15,2017,2026-08-03,0.0,SI,218
2U91,TERMOMECHERO 6,CASANARE,85001,YOPAL,Oriente,-72.25798324179046,5.242711687577748,19.3,TERMICA,GAS,ND,NORMAL,OPERACIÓN,TERMO MECHERO MORRO S.A.S E.S.P ,2018-02-01,2018,2026-08-03,0.0,SI,219
2U93,TERMOMECHERO 4,CASANARE,85001,YOPAL,Oriente,-72.25798324179046,5.242711687577748,19.3,TERMICA,GAS,ND,NORMAL,OPERACIÓN,TERMO MECHERO MORRO S.A.S E.S.P ,2018-02-01,2018,2026-08-03,0.0,SI,217
2UP2,COGENERADOR MANUELITA 2,VALLE DEL CAUCA,76520,PALMIRA,Pacífico,-76.22786086762281,3.558395439731676,12.0,COGENERADOR,BAGAZO,ND,COGENERADOR,OPERACIÓN,EMPRESA DE ENERGIA DE PEREIRA S.A. E.S.P.,2024-12-05,2024,2026-08-03,0.0,NO,623
2UPD,TEQUENDAMA 2,CUNDINAMARCA,25645,SAN ANTONIO DEL TEQUENDAMA,Centro,-74.34490348911615,4.599741063787057,14.2,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,ENEL COLOMBIA SA ESP,2018-04-02,2018,2026-08-03,1.0,SI,360
2UPF,TEQUENDAMA 3,CUNDINAMARCA,25645,SAN ANTONIO DEL TEQUENDAMA,Centro,-74.34490348911615,4.599741063787057,14.2,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,ENEL COLOMBIA SA ESP,2018-04-02,2018,2026-08-03,1.0,SI,361
2UPH,TEQUENDAMA 4,CUNDINAMARCA,25645,SAN ANTONIO DEL TEQUENDAMA,Centro,-74.34490348911615,4.599741063787057,14.2,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,ENEL COLOMBIA SA ESP,2018-04-02,2018,2026-08-03,1.0,SI,362
2UPJ,TEQUENDAMA 1,CUNDINAMARCA,25645,SAN ANTONIO DEL TEQUENDAMA,Centro,-74.34490348911615,4.599741063787057,14.2,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,ENEL COLOMBIA SA ESP,2018-04-02,2018,2026-08-03,1.0,SI,359
2UR5,SAN JOSE DE LA MONTAÑA II,ANTIOQUIA,05658,SAN JOSÉ DE LA MONTAÑA,Antioquia,-75.67770924573276,6.8232575991713444,1.1,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,EMPRESA DE GENERACION Y PROMOCION DE ENERGIA DE ANTIOQUIA S.A. E.S.P.,2018-10-05,2018,2026-08-03,0.301,SI,59
2UX3,AURES BAJO,ANTIOQUIA,05756,SONSÓN,Antioquia,-74.83647396542132,5.8263991239395905,19.4,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,AURES BAJO S.A.S. E.S.P.,2018-12-11,2018,2026-08-03,0.98,SI,78
2V25,AUTOG ARGOS SOGAMOSO 1,BOYACÁ,15759,SOGAMOSO,Centro,-72.87096517657592,5.646672737466358,15.0,TERMICA,CARBON,ND,AUTOGENERADOR,OPERACIÓN,COMPAÑÍA ELÉCTRICA DE SOCHAGOTA  S.A.S. E.S.P.,2018-10-01,2018,2026-08-03,0.0,NO,178
2V27,AUTOG COCA-COLA FEMSA 1,CUNDINAMARCA,25817,TOCANCIPÁ,Centro,-73.92887057794381,4.968852560792271,2.44,TERMICA,GAS,ND,AUTOGENERADOR,OPERACIÓN,DEPI ENERGY S.A.S. E.S.P.,2018-07-24,2018,2026-08-03,0.0,SI,370
2V5G,JUAN GARCIA,ANTIOQUIA,05411,LIBORINA,Antioquia,-75.78300239576254,6.723989945096903,4.52,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,EMPRESA DE GENERACION Y PROMOCION DE ENERGIA DE ANTIOQUIA S.A. E.S.P.,2018-09-11,2018,2026-08-03,1.0,SI,41
2VJS,CELSIA SOLAR BOLIVAR,BOLÍVAR,13683,SANTA ROSA DE LIMA,Caribe,-75.3611643147102,10.469205330748293,8.06,SOLAR,RAD SOLAR,ND,NORMAL,PRUEBAS,CELSIA COLOMBIA S.A. E.S.P.,2019-11-02,2019,2026-08-03,0.0,SI,174
2W4Y,AUTOG FAMILIA,ANTIOQUIA,05001,MEDELLÍN,Antioquia,-75.6110393232332,6.257590449778692,1.0,TERMICA,GAS,ND,AUTOGENERADOR,INACTIVO,DEPI ENERGY S.A.S. E.S.P.,2019-03-22,2019,2026-08-03,1.0,NO,43
2WC5,MULATOS II,ANTIOQUIA,05792,TARSO,Antioquia,-75.82871200919452,5.871064813694975,7.34,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,ENERGIA DEL SUROESTE S.A. E.S.P.,2019-08-25,2019,2026-08-03,1.41,SI,82
2WFN,TERMOCAPACHOS 1,ARAUCA,81794,TAME,Oriente,-71.79177012757432,6.390704511440092,9.9,TERMICA,GAS,ND,NORMAL,OPERACIÓN,GENERSA S.A.S. E.S.P.,2019-08-03,2019,2026-08-03,0.0,SI,90
2XXX,AUTOG TERMOSURIA,META,50001,VILLAVICENCIO,Oriente,-73.49290681050789,4.09168284448416,19.9,TERMICA,GAS,ND,AUTOGENERADOR,INACTIVO,ELECTRIFICADORA DEL META S.A. E.S.P.,2019-10-30,2019,2026-08-03,0.0,NO,433
2Y2T,AUTOG CDS TM2500,META,50001,VILLAVICENCIO,Oriente,-73.49290681050789,4.09168284448416,19.9,TERMICA,GAS,ND,AUTOGENERADOR,INACTIVO,ELECTRIFICADORA DEL META S.A. E.S.P.,2019-10-30,2019,2026-08-03,0.0,NO,434
2YB9,AUTOG ECOPETROL ORITO,PUTUMAYO,86320,ORITO,Amazonía,-76.94318768689233,0.6737637204004985,4.0,TERMICA,GAS,ND,AUTOGENERADOR,PRUEBAS,GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A. E.S.P.,2019-11-06,2019,2026-08-03,0.0,NO,464
2YIR,PCH LA LIBERTAD,BOYACÁ,15814,TOCA,Centro,-73.16069689374582,5.580253994930485,1.2,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,EMPRESA GENERADORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA DE COLOMBIA S.A. E.S.P.,2020-03-13,2020,2026-08-03,1.111,SI,177
2YNA,HIDROBARRANCAS,ANTIOQUIA,05234,DABEIBA,Antioquia,-76.31436020151801,6.9922206014584,4.7,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,HIDROELECTRICA BARRANCAS SAS ESP,2020-11-25,2020,2026-08-03,4.7,SI,27
2YQO,AUTOG FERTICOL,SANTANDER,68081,BARRANCABERMEJA,Oriente,-73.78214388864318,7.054058477215098,17.0,TERMICA,GAS,ND,AUTOGENERADOR,INACTIVO,CEMEX ENERGY S.A.S E.S.P.,2020-02-27,2020,2026-08-03,1.0,NO,493
2YWY,AUTOG TURGAS,TOLIMA,73443,SAN SEBASTIÁN DE MARIQUITA,Centro,-74.90668376099688,5.2353222867171905,3.5,TERMICA,GAS,ND,AUTOGENERADOR,OPERACIÓN,TERMOPIEDRAS S.A. E.S.P.,2020-02-07,2020,2026-08-03,1.0,NO,555
2ZCF,SAN ANDRES DE CUERQUIA,ANTIOQUIA,05647,SAN ANDRÉS DE CUERQUÍA,Antioquia,-75.66518532397836,6.914558196434982,19.9,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,CELSIA COLOMBIA S.A. E.S.P.,2020-06-10,2020,2026-08-03,4.58,SI,62
2ZHY,AUTOG CELSIA SOLAR ESPINAL,TOLIMA,73268,ESPINAL,Centro,-74.89353010225126,4.166478063861027,9.0,SOLAR,RAD SOLAR,ND,AUTOGENERADOR,PRUEBAS,CELSIA COLOMBIA S.A. E.S.P.,2020-05-03,2020,2026-08-03,0.0,NO,560
2ZP9,TRINA-VATIA BSLI,META,50568,PUERTO GAITÁN,Oriente,-71.63159652560698,4.004998742624762,19.9,SOLAR,RAD SOLAR,ND,NORMAL,PRUEBAS,ISAGEN S.A. E.S.P.,2020-08-11,2020,2026-08-03,0.0,SI,422
3A44,PLANTA SOLAR BAYUNCA I,BOLÍVAR,13001,CARTAGENA DE INDIAS,Caribe,-75.45921916563543,10.46297167339698,3.0,SOLAR,RAD SOLAR,ND,NORMAL,PRUEBAS,UNERGY ENERGY DIGITAL S.A.S E.S.P,2020-09-27,2020,2026-08-03,0.0,SI,159
3ACC,CELSIA SOLAR CARMELO,VALLE DEL CAUCA,76130,CANDELARIA,Pacífico,-76.3831796990501,3.3820930019842557,9.0,SOLAR,RAD SOLAR,ND,AUTOGENERADOR,PRUEBAS,CELSIA COLOMBIA S.A. E.S.P.,2020-12-03,2020,2026-08-03,0.0,SI,608
3ADA,AUTOG PTAR BELLO,ANTIOQUIA,05088,BELLO,Antioquia,-75.58977499936405,6.358885308060002,5.0,TERMICA,BIOGAS,ND,AUTOGENERADOR,OPERACIÓN,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,2020-11-29,2020,2026-08-03,0.0,SI,10
3AFQ,POCUNE,ANTIOQUIA,05604,REMEDIOS,Antioquia,-74.55690753921293,6.998128639519031,1.0,HIDRAULICA,AGUA,ND,GEN. DISTRIBUIDA,OPERACIÓN,SPECTRUM RENOVAVEIS S.A.S. E.S.P.,2020-12-30,2020,2026-08-03,1.018,SI,54
3AL8,INGENIO MARIA LUISA,VALLE DEL CAUCA,76275,FLORIDA,Pacífico,-76.16478583336004,3.304107625824285,1.8,COGENERADOR,BAGAZO,ND,COGENERADOR,INACTIVO,DEPI ENERGY S.A.S. E.S.P.,2021-01-30,2021,2026-08-03,0.0,NO,584
3AQP,CAUYA,CALDAS,17042,ANSERMA,Eje Cafetero,-75.75289136789597,5.200293549304637,1.51,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,SANTA FE ENERGY ZOMAC S.A.S. E.S.P.,2022-04-24,2022,2026-08-03,0.75,SI,199
3B4L,GRANJA SOLAR BELMONTE,RISARALDA,66001,PEREIRA,Eje Cafetero,-75.79580494960125,4.803591185489485,4.99,SOLAR,RAD SOLAR,ND,NORMAL,PRUEBAS,EMPRESA DE ENERGIA DE PEREIRA S.A. E.S.P.,2021-03-23,2021,2026-08-03,0.0,SI,475
3BZB,CELSIA SOLAR LA PAILA,VALLE DEL CAUCA,76895,ZARZAL,Pacífico,-76.050658129641,4.353596536214248,9.9,SOLAR,RAD SOLAR,ND,NORMAL,PRUEBAS,CELSIA COLOMBIA S.A. E.S.P.,2021-07-29,2021,2026-08-03,0.0,SI,634
3C3X,AUTOG INGENIO MARIA LUISA 1,VALLE DEL CAUCA,76275,FLORIDA,Pacífico,-76.16478583336004,3.304107625824285,1.8,TERMICA,BAGAZO,ND,AUTOGENERADOR,OPERACIÓN,DEPI ENERGY S.A.S. E.S.P.,2021-08-13,2021,2026-08-03,0.0,SI,585
3C3Z,LA SIERPE,SUCRE,70429,MAJAGUAL,Caribe,-74.71039689504163,8.546108872221613,19.9,SOLAR,RAD SOLAR,ND,NORMAL,PRUEBAS,ATLÁNTICA COLOMBIA S.A.S. E.S.P.,2021-09-15,2021,2026-08-03,0.0,SI,505
3C4V,AUTOG TERMOTAME,ARAUCA,81794,TAME,Oriente,-71.79177012757432,6.390704511440092,5.0,TERMICA,GAS,ND,AUTOGENERADOR,OPERACIÓN,GENERSA S.A.S. E.S.P.,2021-09-01,2021,2026-08-03,0.0,SI,89
3CG9,LA CHORRERA,ANTIOQUIA,05647,SAN ANDRÉS DE CUERQUÍA,Antioquia,-75.66518532397836,6.914558196434982,15.0,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,HIDROENERGIA DE LA MONTAÑA S.A.S E.S.P,2022-05-30,2022,2026-08-03,10.0,SI,61
3CSH,GY SOLAR AURORA,CÓRDOBA,23555,PLANETA RICA,Caribe,-75.68911038737392,8.181193052658834,9.9,SOLAR,RAD SOLAR,ND,NORMAL,PRUEBAS,GREENYELLOW COMERCIALIZADORA S.A.S. E.S.P.,2022-07-24,2022,2026-08-03,0.0,SI,318
3DDT,LATAM SOLAR LA LOMA,CESAR,20250,EL PASO,Caribe,-73.7382619683179,9.683721170835586,150.0,SOLAR,RAD SOLAR,DC,NORMAL,OPERACIÓN,ENEL COLOMBIA SA ESP,2024-06-23,2024,2026-08-03,0.0,NO,277
3DSO,HELIOS I,META,50001,VILLAVICENCIO,Oriente,-73.49290681050789,4.09168284448416,16.0,SOLAR,RAD SOLAR,ND,NORMAL,PRUEBAS,EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P.,2022-02-25,2022,2026-08-03,0.0,SI,432
3DXJ,LAS VIOLETAS,ANTIOQUIA,05670,SAN ROQUE,Antioquia,-74.94524773669791,6.466121322594473,0.945,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,P.CH EL COCUYO SAS ESP,2022-03-29,2022,2026-08-03,0.5559,SI,70
3E7C,AUTOG CELSIA SOLAR LEVAPAN,VALLE DEL CAUCA,76834,TULUÁ,Pacífico,-76.0325294150837,4.028420260976358,4.99,SOLAR,RAD SOLAR,ND,AUTOGENERADOR,PRUEBAS,CELSIA COLOMBIA S.A. E.S.P.,2022-05-06,2022,2026-08-03,0.0,NO,628
3E98,AUTOG COLOMBINA DEL CAUCA,CAUCA,19698,SANTANDER DE QUILICHAO,Pacífico,-76.49874409423688,2.9844613545513328,0.3,SOLAR,RAD SOLAR,ND,AUTOGENERADOR,INACTIVO,COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S. ESP,2022-05-29,2022,2026-08-03,0.0,NO,229
3E9I,ZEUS,ANTIOQUIA,05237,DONMATÍAS,Antioquia,-75.42240661833321,6.492465891956638,9.9,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,CENTRAL HIDROELÉCTRICA ZEUS SAS ESP,2022-05-18,2022,2026-08-03,1.4143,SI,23
3EBN,GR PARQUE SOLAR TUCANES,BOLÍVAR,13001,CARTAGENA DE INDIAS,Caribe,-75.45921916563543,10.46297167339698,9.9,SOLAR,RAD SOLAR,ND,NORMAL,PRUEBAS,CELSIA COLOMBIA S.A. E.S.P.,2022-05-25,2022,2026-08-03,0.0,SI,161
3ED1,AUTOG GRAN COLOMBIA GOLD,ANTIOQUIA,05604,REMEDIOS,Antioquia,-74.55690753921293,6.998128639519031,1.0,HIDRAULICA,AGUA,ND,AUTOGENERADOR,OPERACIÓN,PROELECTRICA S.A.S E.S.P.,2022-05-30,2022,2026-08-03,1.9,NO,55
3EDL,BOSQUES SOLARES DE LOS LLANOS 5,META,50568,PUERTO GAITÁN,Oriente,-71.63159652560698,4.004998742624762,17.9,SOLAR,RAD SOLAR,ND,NORMAL,OPERACIÓN,ISAGEN S.A. E.S.P.,2022-09-11,2022,2026-08-03,0.001,SI,420
3EE4,PARQUE EOLICO GUAJIRA I,LA GUAJIRA,44847,URIBIA,Caribe,-71.74907032235824,11.999772335452041,19.9,EOLICA,VIENTO,ND,NORMAL,PRUEBAS,ISAGEN S.A. E.S.P.,2022-07-04,2022,2026-08-03,0.001,SI,398
3EFY,BOSQUES SOLARES DE LOS LLANOS 4,META,50568,PUERTO GAITÁN,Oriente,-71.63159652560698,4.004998742624762,19.9,SOLAR,RAD SOLAR,ND,NORMAL,OPERACIÓN,ISAGEN S.A. E.S.P.,2022-09-11,2022,2026-08-03,0.0,SI,419
3ENA,TESORITO,CÓRDOBA,23660,SAHAGÚN,Caribe,-75.42925783426087,8.798980558495005,200.0,TERMICA,GAS,DC,NORMAL,OPERACIÓN,CELSIA COLOMBIA S.A. E.S.P.,2022-09-13,2022,2026-08-03,7.5166,NO,313
3ENE,SINCE,SUCRE,70001,SINCELEJO,Caribe,-75.43174526592671,9.316711621756447,18.5,SOLAR,RAD SOLAR,ND,NORMAL,PRUEBAS,CELSIA COLOMBIA S.A. E.S.P.,2022-07-29,2022,2026-08-03,0.0,SI,533
3EP6,AUTOG CELSIA SOLAR HARINAS,VALLE DEL CAUCA,76834,TULUÁ,Pacífico,-76.0325294150837,4.028420260976358,2.45,SOLAR,RAD SOLAR,ND,AUTOGENERADOR,PRUEBAS,CELSIA COLOMBIA S.A. E.S.P.,2022-08-14,2022,2026-08-03,0.0,NO,627
3EV1,LOS CABALLEROS,TOLIMA,73055,ARMERO,Centro,-74.8475058492297,5.006757303411625,9.9,SOLAR,RAD SOLAR,ND,NORMAL,PRUEBAS,CELSIA COLOMBIA S.A. E.S.P.,2022-08-26,2022,2026-08-03,0.0,SI,550
3EV3,LA MEDINA,TOLIMA,73443,SAN SEBASTIÁN DE MARIQUITA,Centro,-74.90668376099688,5.2353222867171905,9.9,SOLAR,RAD SOLAR,ND,NORMAL,PRUEBAS,CELSIA COLOMBIA S.A. E.S.P.,2022-08-26,2022,2026-08-03,0.0,SI,553
3EXB,CERRITOS,TOLIMA,73443,SAN SEBASTIÁN DE MARIQUITA,Centro,-74.90668376099688,5.2353222867171905,9.9,SOLAR,RAD SOLAR,ND,NORMAL,PRUEBAS,CELSIA COLOMBIA S.A. E.S.P.,2022-09-02,2022,2026-08-03,0.0,SI,554
3EXH,PARQUE EOLICO WESP01,LA GUAJIRA,44847,URIBIA,Caribe,-71.74907032235824,11.999772335452041,12.0,EOLICA,VIENTO,ND,NORMAL,PRUEBAS,ISAGEN S.A. E.S.P.,2022-11-27,2022,2026-08-03,0.001,SI,399
3F5L,AUTOG CI JEANS,ANTIOQUIA,05380,LA ESTRELLA,Antioquia,-75.64886458793937,6.1376078765758875,1.392,SOLAR,RAD SOLAR,ND,AUTOGENERADOR,PRUEBAS,ERCO GENERACION S.A.S. ESP,2023-08-23,2023,2026-08-03,0.0,NO,40
3F5N,AUTOG PINTUCO,ANTIOQUIA,05615,RIONEGRO,Antioquia,-75.41076171261174,6.150795092971707,1.406,SOLAR,RAD SOLAR,ND,AUTOGENERADOR,PRUEBAS,ERCO GENERACION S.A.S. ESP,2023-08-22,2023,2026-08-03,0.0,NO,57
3FCD,AUTOG CELSIA SOLAR PALMIRA 3,VALLE DEL CAUCA,76520,PALMIRA,Pacífico,-76.22786086762281,3.558395439731676,4.99,SOLAR,RAD SOLAR,ND,AUTOGENERADOR,PRUEBAS,CELSIA COLOMBIA S.A. E.S.P.,2022-12-01,2022,2026-08-03,0.0,NO,619
3FCF,GRANJA SOLAR LANCEROS,TOLIMA,73449,MELGAR,Centro,-74.60506028705396,4.193252100907122,9.1,SOLAR,RAD SOLAR,ND,NORMAL,PRUEBAS,CELSIA COLOMBIA S.A. E.S.P.,2022-12-27,2022,2026-08-03,0.0,SI,556
