Codigo_Planta,Nombre_Recurso_UPME,Departamento,Codigo_Municipio,Municipio,Region_Geografica,Longitud,Latitud,Capacidad_Efectiva_MW,Tipo_Generacion_UPME,Combustible_UPME,Tipo_Despacho_UPME,Clasificacion_UPME,Estado_Recurso_UPME,Agente_Representante_UPME,Fecha_Operacion_UPME,Anio_FPO_UPME,Fecha_Actualizacion_UPME,Factor_Conversion,Es_Menor,Id_UPME
ERO6,EL RIO 6,ATLÁNTICO,08001,BARRANQUILLA,Caribe,-74.82774550660668,10.981524582561143,10.0,TERMICA,GAS,DC,NORMAL,INACTIVO,ELECTRIFICADORA DEL ATLANTICO S.A. E.S.P.,1971-12-31,1972,2026-08-03,0.0,NO,108
ERO7,EL RIO 7,ATLÁNTICO,08001,BARRANQUILLA,Caribe,-74.82774550660668,10.981524582561143,10.0,TERMICA,GAS,DC,NORMAL,INACTIVO,ELECTRIFICADORA DEL ATLANTICO S.A. E.S.P.,1971-12-31,1972,2026-08-03,0.0,NO,96
ERO8,EL RIO 8,ATLÁNTICO,08001,BARRANQUILLA,Caribe,-74.82774550660668,10.981524582561143,11.0,TERMICA,GAS,DC,NORMAL,INACTIVO,ELECTRIFICADORA DEL ATLANTICO S.A. E.S.P.,1971-12-31,1972,2026-08-03,0.0,NO,97
ESMR,ESMERALDA,CALDAS,17174,CHINCHINÁ,Eje Cafetero,-75.65947221747075,4.974349407789829,30.0,HIDRAULICA,AGUA,DC,FILO DE AGUA,OPERACIÓN,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,1962-12-31,1963,2026-08-03,1.3135,NO,197
FLRD,FLORIDA,CAUCA,19001,POPAYÁN,Pacífico,-76.59196294974929,2.4717135479762526,19.9,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,CENTRALES ELECTRICAS DEL CAUCA S.A. E.S.P.,1974-12-31,1975,2026-08-03,0.8333,SI,230
GCA1,CARUQUIA,ANTIOQUIA,05686,SANTA ROSA DE OSOS,Antioquia,-75.43813780544396,6.675835083196788,9.5,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,ISAGEN S.A. E.S.P.,2010-01-27,2010,2026-08-03,1.53,SI,74
GCC1,GUACAICA,CALDAS,17486,NEIRA,Eje Cafetero,-75.5069424668521,5.183366251164893,0.86,HIDRAULICA,AGUA,ND,GEN. DISTRIBUIDA,OPERACIÓN,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,1991-12-31,1992,2026-08-03,0.0,SI,187
GE32,GECELCA 32,CÓRDOBA,23580,PUERTO LIBERTADOR,Caribe,-75.77129664302254,7.711444447886888,270.0,TERMICA,CARBON,DC,NORMAL,OPERACIÓN,GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A. E.S.P.,2018-09-27,2018,2026-08-03,10.2484,NO,311
GEC3,GECELCA 3,CÓRDOBA,23580,PUERTO LIBERTADOR,Caribe,-75.77129664302254,7.711444447886888,164.0,TERMICA,CARBON,DC,NORMAL,OPERACIÓN,GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A. E.S.P.,2015-09-16,2015,2026-08-03,9.9713,NO,312
GQA1,GUANAQUITAS,ANTIOQUIA,05686,SANTA ROSA DE OSOS,Antioquia,-75.43813780544396,6.675835083196788,9.5,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,ISAGEN S.A. E.S.P.,2010-06-29,2010,2026-08-03,1.4984,SI,73
GTPE,GUATAPE,ANTIOQUIA,05321,GUATAPÉ,Antioquia,-75.15636683661292,6.236272652038047,560.0,HIDRAULICA,AGUA,DC,NORMAL,OPERACIÓN,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,1971-12-31,1972,2026-08-03,7.1665,NO,34
GTRG,GUATRON,ANTIOQUIA,05310,GÓMEZ PLATA,Antioquia,-75.19270566887391,6.709556695471484,512.0,HIDRAULICA,AGUA,DC,NORMAL,OPERACIÓN,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,1965-12-31,1966,2026-08-03,8.9283,NO,32
GVIO,GUAVIO,CUNDINAMARCA,25839,UBALÁ,Centro,-73.47654901977104,4.803804072868425,1250.0,HIDRAULICA,AGUA,DC,NORMAL,OPERACIÓN,ENEL COLOMBIA SA ESP,1993-03-18,1993,2026-08-03,9.8367,NO,371
GYP3,GUAYEPO III,ATLÁNTICO,08560,PONEDERA,Caribe,-74.79847112190387,10.594646123565967,200.0,SOLAR,RAD SOLAR,DC,NORMAL,OPERACIÓN,ENEL COLOMBIA SA ESP,2026-02-24,2026,2026-08-03,0.0,NO,146
GYPO,GUAYEPO,ATLÁNTICO,08560,PONEDERA,Caribe,-74.79847112190387,10.594646123565967,370.0,SOLAR,RAD SOLAR,DC,NORMAL,OPERACIÓN,ENEL COLOMBIA SA ESP,2024-11-29,2024,2026-08-03,0.0,NO,147
HMIN,ESCUELA DE MINAS,ANTIOQUIA,05440,MARINILLA,Antioquia,-75.30488154648857,6.185202683383432,55.0,HIDRAULICA,AGUA,DC,FILO DE AGUA,OPERACIÓN,HIDROELECTRICA DEL ALTO PORCE S.A.S. E.S.P.,2019-09-29,2019,2026-08-03,1.603,NO,42
HMLG,MIEL I,CALDAS,17495,NORCASIA,Eje Cafetero,-74.85493485841928,5.638057390540605,396.0,HIDRAULICA,AGUA,DC,NORMAL,OPERACIÓN,ISAGEN S.A. E.S.P.,2002-11-30,2002,2026-08-03,2.0673,NO,186
HMO1,HIDROMONTAÑITAS,ANTIOQUIA,05237,DONMATÍAS,Antioquia,-75.42240661833321,6.492465891956638,19.9,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,CELSIA COLOMBIA S.A. E.S.P.,2012-06-13,2012,2026-08-03,3.7,SI,24
HRD1,LA HERRADURA,ANTIOQUIA,05138,CAÑASGORDAS,Antioquia,-76.02689748844887,6.814940709082751,19.8,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,2004-09-02,2004,2026-08-03,0.0001,SI,15
ILC1,INGENIO LA CARMELITA,VALLE DEL CAUCA,76834,TULUÁ,Pacífico,-76.0325294150837,4.028420260976358,0.0,COGENERADOR,BAGAZO,ND,COGENERADOR,INACTIVO,DEPI ENERGY S.A.S. E.S.P.,2009-11-10,2009,2026-08-03,0.0,NO,633
INC1,INCAUCA 1,CAUCA,19455,MIRANDA,Pacífico,-76.2167208672291,3.2282433194771976,60.0,COGENERADOR,BAGAZO,ND,COGENERADOR,OPERACIÓN,NITRO ENERGY COLOMBIA S.A.S. E.S.P.,1998-10-20,1998,2026-08-03,0.0,NO,251
INS1,INSULA,CALDAS,17174,CHINCHINÁ,Eje Cafetero,-75.65947221747075,4.974349407789829,19.0,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,1995-07-19,1995,2026-08-03,0.85,SI,196
INT1,INTERMEDIA,CALDAS,17001,MANIZALES,Eje Cafetero,-75.50729572535269,5.083438748349718,0.96,HIDRAULICA,AGUA,ND,GEN. DISTRIBUIDA,OPERACIÓN,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,1973-12-31,1974,2026-08-03,0.0,SI,189
INZ1,INZA,CAUCA,19355,INZÁ,Pacífico,-76.13764216845821,2.499047454269104,0.75,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,CENTRALES ELECTRICAS DEL CAUCA S.A. E.S.P.,2009-02-04,2009,2026-08-03,0.0,SI,243
IQU1,IQUIRA I,HUILA,41357,ÍQUIRA,Centro,-75.67383149490335,2.6915205539432003,4.32,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,1954-12-31,1955,2026-08-03,0.0,SI,386
IQU2,IQUIRA II,HUILA,41357,ÍQUIRA,Centro,-75.67383149490335,2.6915205539432003,1.38,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,1964-12-31,1965,2026-08-03,0.0,SI,387
IRG1,INGENIO RISARALDA 1,RISARALDA,66075,BALBOA,Eje Cafetero,-75.94275490182194,4.9183488879607555,19.9,COGENERADOR,BAGAZO,ND,COGENERADOR,OPERACIÓN,ERCO GENERACION S.A.S. ESP,2003-08-14,2003,2026-08-03,0.0,NO,474
JAG1,TERMOPROYECTOS,CASANARE,85410,TAURAMENA,Oriente,-72.62938891002132,4.698114904012365,19.0,TERMICA,CRUDO,DC,NORMAL,INACTIVO,PROELECTRICA S.A.S E.S.P.,2022-12-24,2022,2026-08-03,7.26,NO,220
JAGS,JAGUAS,ANTIOQUIA,05667,SAN RAFAEL,Antioquia,-74.99860187864878,6.310742926887714,170.0,HIDRAULICA,AGUA,DC,NORMAL,OPERACIÓN,ISAGEN S.A. E.S.P.,1988-06-30,1988,2026-08-03,2.3591,NO,67
JBV1,JULIO BRAVO,NARIÑO,52001,PASTO,Pacífico,-77.20610379310708,1.0836182335278874,1.5,HIDRAULICA,AGUA,ND,NORMAL,INACTIVO,CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,1941-12-31,1942,2026-08-03,0.0,SI,444
JNC1,LA JUNCA,CUNDINAMARCA,25386,LA MESA,Centro,-74.4732199646674,4.650772424841578,19.4,HIDRAULICA,AGUA,ND,NORMAL,INACTIVO,ENEL COLOMBIA SA ESP,2004-12-31,2005,2026-08-03,0.0,SI,344
JPR1,JEPIRACHI 1 - 15,LA GUAJIRA,44847,URIBIA,Caribe,-71.74907032235824,11.999772335452041,18.42,EOLICA,VIENTO,ND,NORMAL,INACTIVO,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,2004-04-26,2004,2026-08-03,0.0,SI,400
LBR1,NUEVO LIBARE,RISARALDA,66170,DOSQUEBRADAS,Eje Cafetero,-75.66993704549643,4.842021234569542,5.1,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,EMPRESA DE ENERGIA DE PEREIRA S.A. E.S.P.,1993-12-31,1994,2026-08-03,0.0,SI,473
LCS1,LA CASCADA (ANTIOQUIA),ANTIOQUIA,05670,SAN ROQUE,Antioquia,-74.94524773669791,6.466121322594473,2.3,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,VATIA S.A. E.S.P.,2007-07-16,2007,2026-08-03,0.001,SI,68
LMR1,EL LIMONAR,CUNDINAMARCA,25645,SAN ANTONIO DEL TEQUENDAMA,Centro,-74.34490348911615,4.599741063787057,18.0,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,ENEL COLOMBIA SA ESP,2003-12-05,2003,2026-08-03,0.0,SI,365
LNN1,LA UNION 1,ATLÁNTICO,08001,BARRANQUILLA,Caribe,-74.82774550660668,10.981524582561143,8.0,TERMICA,GAS,DC,NORMAL,INACTIVO,ELECTRIFICADORA DEL ATLANTICO S.A. E.S.P.,1970-12-31,1971,2026-08-03,0.0,NO,98
LNN2,LA UNION 2,ATLÁNTICO,08001,BARRANQUILLA,Caribe,-74.82774550660668,10.981524582561143,9.0,TERMICA,GAS,DC,NORMAL,INACTIVO,ELECTRIFICADORA DEL ATLANTICO S.A. E.S.P.,1970-12-31,1971,2026-08-03,0.0,NO,99
LNN3,LA UNION 3,ATLÁNTICO,08001,BARRANQUILLA,Caribe,-74.82774550660668,10.981524582561143,18.0,TERMICA,GAS,DC,NORMAL,INACTIVO,ELECTRIFICADORA DEL ATLANTICO S.A. E.S.P.,1970-12-31,1971,2026-08-03,0.0,NO,100
LNN4,LA UNION 4,ATLÁNTICO,08001,BARRANQUILLA,Caribe,-74.82774550660668,10.981524582561143,9.0,TERMICA,GAS,DC,NORMAL,INACTIVO,ELECTRIFICADORA DEL ATLANTICO S.A. E.S.P.,1970-12-31,1971,2026-08-03,0.0,NO,101
LPLO,RIO PALO,CAUCA,19142,CALOTO,Pacífico,-76.32118995845043,3.0629100947885206,1.44,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,CENTRALES ELECTRICAS DEL CAUCA S.A. E.S.P.,1959-12-31,1960,2026-08-03,0.0,SI,242
LTSJ,LA TASAJERA,ANTIOQUIA,05308,GIRARDOTA,Antioquia,-75.44794124338054,6.3797529997366285,306.0,HIDRAULICA,AGUA,DC,NORMAL,OPERACIÓN,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,1994-05-19,1994,2026-08-03,7.8124,NO,29
MAN1,INGENIO MANUELITA,VALLE DEL CAUCA,76001,CALI,Pacífico,-76.57650111502525,3.399042676552075,3.5,COGENERADOR,BAGAZO,ND,COGENERADOR,INACTIVO,CELSIA COLOMBIA S.A. E.S.P.,2016-03-16,2016,2026-08-03,0.0,NO,594
MATA,LA MATA,CESAR,20383,LA GLORIA,Caribe,-73.615842734481,8.588082789891736,80.0,SOLAR,RAD SOLAR,DC,NORMAL,OPERACIÓN,SPK LA MATA S.A.S E.S.P,2024-06-26,2024,2026-08-03,0.0,NO,262
MIR1,MIROLINDO,TOLIMA,73001,IBAGUÉ,Centro,-75.2526057216586,4.451927493294694,3.75,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,HIDROTOLIMA S.A. E.S.P.,2004-11-02,2004,2026-08-03,0.0,SI,574
MNC1,MUNICIPAL,CALDAS,17001,MANIZALES,Eje Cafetero,-75.50729572535269,5.083438748349718,1.4,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,1934-12-31,1935,2026-08-03,0.0,SI,188
MND1,MONDOMO,CAUCA,19698,SANTANDER DE QUILICHAO,Pacífico,-76.49874409423688,2.9844613545513328,0.75,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,CENTRALES ELECTRICAS DEL CAUCA S.A. E.S.P.,1957-12-31,1958,2026-08-03,0.0,SI,228
MNT1,MANANTIALES,ANTIOQUIA,05001,MEDELLÍN,Antioquia,-75.6110393232332,6.257590449778692,3.15,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,1991-12-31,1992,2026-08-03,0.633,SI,49
MOY1,AMOYA LA ESPERANZA,TOLIMA,73168,CHAPARRAL,Centro,-75.58988629825859,3.7437088586962743,80.0,HIDRAULICA,AGUA,DC,FILO DE AGUA,OPERACIÓN,ISAGEN S.A. E.S.P.,2013-05-23,2013,2026-08-03,4.8544,NO,547
MRL1,MERILECTRICA 1,SANTANDER,68081,BARRANCABERMEJA,Oriente,-73.78214388864318,7.054058477215098,164.0,TERMICA,GAS,DC,NORMAL,OPERACIÓN,CELSIA COLOMBIA S.A. E.S.P.,1998-02-04,1998,2026-08-03,9.0003,NO,490
NAV1,LA NAVETA,CUNDINAMARCA,25599,APULO,Centro,-74.59132843229563,4.537693457656349,4.8,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,IAC ENERGY S.A.S. E.S.P.,2014-11-26,2014,2026-08-03,0.1529,SI,356
NIM1,NIMA,VALLE DEL CAUCA,76001,CALI,Pacífico,-76.57650111502525,3.399042676552075,6.7,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,COMPAÑÍA ELÉCTRICA DE SOCHAGOTA  S.A.S. E.S.P.,1941-12-31,1942,2026-08-03,0.0,SI,593
NQU1,NIQUIA,ANTIOQUIA,05088,BELLO,Antioquia,-75.58977499936405,6.358885308060002,19.0,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,1993-06-27,1993,2026-08-03,3.276,SI,12
NTB1,NUTIBARA,ANTIOQUIA,05001,MEDELLÍN,Antioquia,-75.6110393232332,6.257590449778692,0.75,HIDRAULICA,AGUA,ND,GEN. DISTRIBUIDA,OPERACIÓN,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,1996-12-31,1997,2026-08-03,1.125,SI,50
OVJ1,OVEJAS,CAUCA,19110,BUENOS AIRES,Pacífico,-76.62120008072309,2.9889957618230945,0.82,HIDRAULICA,AGUA,ND,GEN. DISTRIBUIDA,OPERACIÓN,CENTRALES ELECTRICAS DEL CAUCA S.A. E.S.P.,1938-12-31,1939,2026-08-03,0.0,SI,239
PBL1,PIEDRAS BLANCAS,ANTIOQUIA,05001,MEDELLÍN,Antioquia,-75.6110393232332,6.257590449778692,5.0,HIDRAULICA,AGUA,ND,NORMAL,INACTIVO,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,1899-12-31,1900,2026-08-03,0.0,SI,46
PES1,ITUANGO,ANTIOQUIA,05361,ITUANGO,Antioquia,-75.6787576505323,7.339172187710507,1200.0,HIDRAULICA,AGUA,DC,NORMAL,OPERACIÓN,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,2022-11-30,2022,2026-08-03,1.7252,NO,36
PGUG,PAGUA,CUNDINAMARCA,25386,LA MESA,Centro,-74.4732199646674,4.650772424841578,600.0,HIDRAULICA,AGUA,DC,NORMAL,OPERACIÓN,ENEL COLOMBIA SA ESP,1986-11-30,1986,2026-08-03,16.0307,NO,345
PIC1,INGENIO PICHICHI 1,VALLE DEL CAUCA,76318,GUACARÍ,Pacífico,-76.34507979456524,3.7593173807880835,0.0,COGENERADOR,BAGAZO,ND,COGENERADOR,OPERACIÓN,EMPRESA DE ENERGIA DE PEREIRA S.A. E.S.P.,2010-01-25,2010,2026-08-03,0.0,NO,583
PJR1,PAJARITO,ANTIOQUIA,05887,YARUMAL,Antioquia,-75.47947382296735,6.933153152177147,13.2,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,1999-11-24,1999,2026-08-03,1.8726,SI,86
PLM1,PALMAS SAN GIL,SANTANDER,68679,SAN GIL,Oriente,-73.11887822956778,6.550776294791495,15.0,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,1953-12-31,1954,2026-08-03,0.0,SI,484
PLQ3,PALENQUE 3,SANTANDER,68307,GIRÓN,Oriente,-73.20521846949393,6.976659418505624,13.0,TERMICA,GAS,DC,NORMAL,INACTIVO,ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,1971-12-31,1972,2026-08-03,14.3162,NO,502
PLQ4,PALENQUE 4,SANTANDER,68307,GIRÓN,Oriente,-73.20521846949393,6.976659418505624,14.0,TERMICA,GAS,DC,NORMAL,INACTIVO,ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,1995-07-19,1995,2026-08-03,0.0,NO,503
PLU1,URRAO,ANTIOQUIA,05847,URRAO,Antioquia,-76.2590844022003,6.335349033143072,1.03,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,SANTA FE ENERGY ZOMAC S.A.S. E.S.P.,2007-07-29,2007,2026-08-03,0.0,SI,85
PLYS,PLAYAS,ANTIOQUIA,05649,SAN CARLOS,Antioquia,-74.90721931184886,6.193890354630417,207.0,HIDRAULICA,AGUA,DC,NORMAL,OPERACIÓN,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,1988-07-31,1988,2026-08-03,1.7338,NO,64
PMR1,REMEDIOS,ANTIOQUIA,05604,REMEDIOS,Antioquia,-74.55690753921293,6.998128639519031,0.75,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,COMPAÑÍA INTEGRAL ENERGETICA S.A.S E.S.P,2007-09-18,2007,2026-08-03,0.0,SI,53
PNC1,COGENERADOR PROENCA,CAUCA,19142,CALOTO,Pacífico,-76.32118995845043,3.0629100947885206,19.9,COGENERADOR,CARBON,ND,COGENERADOR,OPERACIÓN,PROYECTOS ENERGETICOS DEL CAUCA S.A. E.S.P.,2014-04-28,2014,2026-08-03,0.0,NO,241
PORO,PARQUE SOLAR PUERTA DE ORO,CUNDINAMARCA,25320,GUADUAS,Centro,-74.64014234841376,5.1735388538606415,300.0,SOLAR,RAD SOLAR,DC,NORMAL,OPERACIÓN,PARQUE SOLAR PUERTA DE ORO S.A.S. E.S.P.,2026-07-03,2026,2026-08-03,0.0,NO,350
PPA1,PAIPA 1,BOYACÁ,15516,PAIPA,Centro,-73.13773828672808,5.761995420776309,36.0,TERMICA,CARBON,DC,NORMAL,OPERACIÓN,GESTION ENERGETICA S.A. E.S.P.,1962-12-31,1963,2026-08-03,12.4335,NO,182
PPA2,PAIPA 2,BOYACÁ,15516,PAIPA,Centro,-73.13773828672808,5.761995420776309,72.0,TERMICA,CARBON,DC,NORMAL,OPERACIÓN,GESTION ENERGETICA S.A. E.S.P.,1974-12-31,1975,2026-08-03,10.5569,NO,183
PPA3,PAIPA 3,BOYACÁ,15516,PAIPA,Centro,-73.13773828672808,5.761995420776309,70.0,TERMICA,CARBON,DC,NORMAL,OPERACIÓN,GESTION ENERGETICA S.A. E.S.P.,1982-05-05,1982,2026-08-03,11.4369,NO,184
PPA4,PAIPA 4,BOYACÁ,15516,PAIPA,Centro,-73.13773828672808,5.761995420776309,165.0,TERMICA,CARBON,DC,NORMAL,OPERACIÓN,COMPAÑÍA ELÉCTRICA DE SOCHAGOTA  S.A.S. E.S.P.,1999-01-07,1999,2026-08-03,9.2991,NO,181
PPN1,PAPELES NACIONALES,RISARALDA,66001,PEREIRA,Eje Cafetero,-75.79580494960125,4.803591185489485,0.0,COGENERADOR,GAS,ND,COGENERADOR,OPERACIÓN,ENERCO S.A. E.S.P.,2009-02-04,2009,2026-08-03,0.0,NO,476
PRC2,PORCE II,ANTIOQUIA,05031,AMALFI,Antioquia,-74.98129809431317,6.977657056943432,405.0,HIDRAULICA,AGUA,DC,NORMAL,OPERACIÓN,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,2001-04-07,2001,2026-08-03,2.1415,NO,4
PRC3,PORCE III,ANTIOQUIA,05040,ANORÍ,Antioquia,-75.10852543154942,7.193075754100771,700.0,HIDRAULICA,AGUA,DC,NORMAL,OPERACIÓN,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,2011-02-08,2011,2026-08-03,3.0578,NO,7
PRD4,PRADO IV,TOLIMA,73563,PRADO,Centro,-74.87248415934438,3.7291661796478808,6.5,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,CELSIA COLOMBIA S.A. E.S.P.,1973-02-28,1973,2026-08-03,0.4904,SI,542
PRDO,PRADO,TOLIMA,73563,PRADO,Centro,-74.87248415934438,3.7291661796478808,51.0,HIDRAULICA,AGUA,DC,NORMAL,OPERACIÓN,CELSIA COLOMBIA S.A. E.S.P.,1973-02-28,1973,2026-08-03,0.4983,NO,541
PRF1,PURIFICACION,TOLIMA,73585,PURIFICACIÓN,Centro,-74.87451916378946,3.8542834829993184,8.0,TERMICA,GAS,ND,NORMAL,INACTIVO,SURENERGY S.A.S. E.S.P.,2014-11-24,2014,2026-08-03,11.148,SI,544
PRG1,PROELECTRICA 1,BOLÍVAR,13001,CARTAGENA DE INDIAS,Caribe,-75.45921916563543,10.46297167339698,45.0,TERMICA,GAS,DC,NORMAL,OPERACIÓN,PROELECTRICA S.A.S E.S.P.,1993-06-30,1993,2026-08-03,8.2719,NO,153
PRG2,PROELECTRICA 2,BOLÍVAR,13001,CARTAGENA DE INDIAS,Caribe,-75.45921916563543,10.46297167339698,45.0,TERMICA,GAS,DC,NORMAL,OPERACIÓN,PROELECTRICA S.A.S E.S.P.,1993-06-30,1993,2026-08-03,8.0707,NO,154
PRV1,PROVIDENCIA,ANTIOQUIA,05040,ANORÍ,Antioquia,-75.10852543154942,7.193075754100771,4.9,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,HZ ENERGY S.A.S. E.S.P.,2015-09-29,2015,2026-08-03,0.1,SI,9
PST1,PASTALES,TOLIMA,73001,IBAGUÉ,Centro,-75.2526057216586,4.451927493294694,0.7,HIDRAULICA,AGUA,ND,GEN. DISTRIBUIDA,OPERACIÓN,HIDROTOLIMA S.A. E.S.P.,2004-02-17,2004,2026-08-03,0.0,SI,573
PSUA,PARQUE SOLAR URRA,CÓRDOBA,23807,TIERRALTA,Caribe,-76.16860433354293,7.813718028791414,20.0,SOLAR,RAD SOLAR,DC,NORMAL,PRUEBAS,EMPRESA URRA S.A. E.S.P.,2025-12-03,2025,2026-08-03,0.0,NO,307
PTA1,LA PITA,HUILA,41298,GARZÓN,Centro,-75.57132315707841,2.172434492519069,1.42,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,1964-12-31,1965,2026-08-03,0.0,SI,384
PTC1,PATICO - LA CABRERA,CAUCA,19001,POPAYÁN,Pacífico,-76.59196294974929,2.4717135479762526,1.48,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,FUENTES DE ENERGIAS RENOVABLES S.A.S. E.S.P.,1929-12-31,1930,2026-08-03,0.0,SI,232
PTG1,PUENTE GUILLERMO,SANTANDER,68572,PUENTE NACIONAL,Oriente,-73.67841854402428,5.831127146399959,4.2,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,ENERCO S.A. E.S.P.,2001-08-31,2001,2026-08-03,0.0,SI,478
QUI1,EL QUIMBO,HUILA,41306,GIGANTE,Centro,-75.51700243729073,2.3717781192842877,400.0,HIDRAULICA,AGUA,DC,NORMAL,OPERACIÓN,ENEL COLOMBIA SA ESP,2015-11-15,2015,2026-08-03,1.0934,NO,385
RBB1,RIO BOBO,CAUCA,19701,SANTA ROSA,Pacífico,-76.53882272726791,1.5200322654218965,4.0,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,1959-12-31,1960,2026-08-03,0.0,SI,224
RBJ1,RIO ABAJO,ANTIOQUIA,05674,SAN VICENTE FERRER,Antioquia,-75.327403588857,6.310386222680916,0.9,HIDRAULICA,AGUA,ND,NORMAL,INACTIVO,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,1946-12-31,1947,2026-08-03,0.0,SI,71
RCIO,RIO RECIO,TOLIMA,73408,LÉRIDA,Centro,-74.9233732456049,4.866033120463978,0.984,HIDRAULICA,AGUA,ND,GEN. DISTRIBUIDA,OPERACIÓN,HIDROTOLIMA S.A. E.S.P.,1958-10-31,1958,2026-08-03,0.0,SI,546
RCL1,RIO CALI,VALLE DEL CAUCA,76001,CALI,Pacífico,-76.57650111502525,3.399042676552075,1.8,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,COMPAÑÍA ELÉCTRICA DE SOCHAGOTA  S.A.S. E.S.P.,1924-12-31,1925,2026-08-03,0.0,SI,595
RFR1,RIO FRIO I,VALLE DEL CAUCA,76616,RIOFRÍO,Pacífico,-76.37106671386327,4.10949608241408,1.67,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,COMPAÑÍA ELÉCTRICA DE SOCHAGOTA  S.A.S. E.S.P.,1953-12-31,1954,2026-08-03,0.0,SI,625
RFR2,RIO FRIO II,VALLE DEL CAUCA,76616,RIOFRÍO,Pacífico,-76.37106671386327,4.10949608241408,10.0,HIDRAULICA,AGUA,ND,NORMAL,OPERACIÓN,COMPAÑIA DE ELECTRICIDAD DE TULUA S.A. E.S.P.,1995-12-31,1996,2026-08-03,0.0,SI,626
RGR1,RIO GRANDE,ANTIOQUIA,05237,DONMATÍAS,Antioquia,-75.42240661833321,6.492465891956638,0.3,HIDRAULICA,AGUA,ND,GEN. DISTRIBUIDA,OPERACIÓN,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,2007-11-30,2007,2026-08-03,0.0,SI,25
